year_month,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,month,year
03/1995,59.32258064516129,29.26393616129032,22.844581032258063,25.355668935483873,35.75349958064516,27.400251612903226,30.592759096774195,12.125675645161289,7.474223346774194,13.967742083870968,13.967742083870968,12.903225806451612,8.2578683,23.876128693548385,265.81288322580644,16.24774193548387,3.290745312903226,3.0,1995.0
03/1996,58.74193548387097,29.788129548387097,23.049419870967743,25.690010322580644,36.737664419354836,27.698920645161287,31.023704096774193,12.123366012544803,9.608469453405018,8.558064532258065,8.558064532258065,15.064516129032258,8.816023567741935,23.063225419354836,225.03143674193547,18.94161290322581,3.8138040322580644,3.0,1996.0
03/1997,59.58064516129032,29.50264580645161,22.68651664516129,25.409970548387097,36.28820783870968,27.308950032258064,30.62281635483871,12.124090752688172,9.334196406810035,8.309677387096775,8.309677387096775,10.806451612903226,8.981007583870968,23.179354048387093,206.38866543548386,18.186774193548384,3.6552694193548385,3.0,1997.0
03/1998,61.32258064516129,30.55748441935484,23.733290967741937,26.25990322580645,37.77959738709678,28.874125806451612,32.13521203225806,12.124841137992833,9.177582697132616,11.81935487580645,11.81935487580645,12.96774193548387,7.480563529032258,21.3793545483871,251.56908522580648,17.623870967741937,3.6085347677419355,3.0,1998.0
03/1999,60.225806451612904,29.834904096774192,22.85425877419355,25.745790161290323,36.57743419354839,27.63487058064516,31.166787838709677,12.125630035842294,8.366677199820789,10.138709666129033,10.138709666129033,10.96774193548387,8.425568483870968,24.665805612903224,277.9590165806452,18.281290322580645,3.7104270129032257,3.0,1999.0
03/2000,53.58064516129032,29.999419903225807,22.78490364516129,25.88436470967742,36.29692438709677,27.313496677419355,31.100082516129035,12.123304623655915,9.037354758064517,6.654838670967742,6.654838670967742,8.67741935483871,8.81572780967742,24.689031806451613,243.3541895548387,18.756451612903227,3.8243902322580645,3.0,2000.0
03/2001,58.354838709677416,30.134904032258063,23.001032645161292,25.94659587096774,36.81613087096774,27.68733706451613,31.35788016129032,12.12403079749104,9.058505775985664,8.206451812580646,8.206451812580646,9.483870967741936,8.847061306451613,25.42064487096774,261.2297498870968,19.17096774193548,3.8914979612903227,3.0,2001.0
03/2002,61.193548387096776,29.715549096774193,22.867161870967742,25.563263387096775,36.681438032258065,27.506417032258064,31.047489838709676,12.124778100358423,9.398316299283154,12.37419332903226,12.37419332903226,13.903225806451612,7.645436787096774,21.72774141935484,261.1118241935484,18.378387096774194,3.708938522580645,3.0,2002.0
03/2003,59.0,30.123613548387095,23.010710290322578,25.94323658064516,37.09487570967742,27.662762258064514,31.41067493548387,12.125536335125448,9.495853620071683,7.470967780645162,7.470967780645162,10.35483870967742,8.32999434516129,22.401289887096777,215.63895847419354,19.4158064516129,3.9429384451612903,3.0,2003.0
03/2004,59.58064516129032,29.842968258064516,23.202645903225807,25.92226906451613,36.60233858064516,28.011330032258066,31.379469387096773,12.123203136200718,8.443914699820787,9.809677341935483,9.809677341935483,12.387096774193548,8.699450806451614,24.329031677419355,267.97928722580644,17.529677419354837,3.5711190387096776,3.0,2004.0
03/2005,60.225806451612904,29.889742322580645,23.042968483870965,25.739405516129032,36.550864548387096,27.63339170967742,31.065808935483872,12.123912634408603,8.937651741039426,11.548387019354838,11.548387019354838,10.806451612903226,9.350956774193548,25.269677161290325,283.58448774193545,18.0841935483871,3.6418019322580646,3.0,2005.0
